title,description,variations,pricePerVariation,stockPerVariation,imageUrls
212 - Carolina Herrera,"""Genero: Dama ; Usos recomendados: Diario / Oficina / Verano ; Familia: Floral ; Subfamilia(s): Floral amaderado ; Descripción: 🌸 212 es fresca, elegante y moderna. Con flores blancas y notas verdes, transmite limpieza y energía para usar todos los días. ; Metadata: 212 Woman es una fragancia floral–verde con flor de azahar, gardenia, almizcle blanco y sándalo. Representa espontaneidad y elegancia urbana, ideal para día, oficina o clima cálido. Su estela es suave, limpia y femenina. Palabras clave: 212 woman, carolina herrera, floral, verde, limpio, fresco, diario, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMT99OTO329CM.png
Oud Maracujá - Maison Crivelli,"""Genero: Unisex ; Usos recomendados: Verano / Diario / Casual ; Familia: Frutal ; Subfamilia(s): Frutal tropical ; Descripción: 🥭 Oud Maracujá es exótica, tropical y lujosa. Con maracuyá, oud y azafrán, es intensa y sofisticada. ; Metadata: Oud Maracujá de Maison Crivelli es una fragancia oriental–afrutada con maracuyá, azafrán, oud, rosa y cuero. Representa originalidad, contraste y elegancia contemporánea, ideal para noches o climas templados. Palabras clave: oud maracujá, maison crivelli, maracuyá, oud, azafrán, afrutado, exótico, elegante, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVK2PSQ9M01U.png
Paris Hilton Woman - Paris Hilton,"""Genero: Dama ; Usos recomendados: Diario / Casual / Verano ; Familia: Floral ; Subfamilia(s): Floral frutal ; Descripción: 👑 Paris Hilton Woman es floral, chispeante y moderna. Con manzana, mimosa y jazmín, es dulce y elegante. ; Metadata: Paris Hilton Woman es una fragancia floral–afrutada con manzana, mimosa, jazmín, azahar y sándalo. Representa frescura glamorosa y confianza femenina, ideal para día o eventos casuales. Palabras clave: paris hilton woman, manzana, jazmín, floral, frutal, fresco, moderno, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVM50YOZDFSL.png
Phantom - Paco Rabanne,"""Genero: Caballero ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental aromático ; Descripción: 🤖 Phantom es futurista y dulce, mezcla de lavanda, vainilla y limón. Perfecta para destacar en la noche. ; Metadata: Perfume oriental-aromático con lavanda, vainilla, limón y vetiver. Combina tecnología y energía joven, ideal para fiestas o salidas nocturnas. Palabras clave: phantom, paco rabanne, lavanda, vainilla, dulce, futurista, noche, moderno, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVN5S5S8EHP3.png
Polo Black - Ralph Lauren,"""Genero: Caballero ; Usos recomendados: Noche / Formal / Invierno ; Familia: Amaderada ; Subfamilia(s): Amaderado especiado ; Descripción: 🖤 Polo Black es elegante y misteriosa. Mezcla mango, madera y pachulí, perfecta para la noche o la oficina. ; Metadata: Polo Black es una fragancia amaderada–aromática con mango helado, tonka, pachulí y sándalo. Proyecta modernidad y elegancia, ideal para uso nocturno o profesional. Su estela es refinada y sobria. Palabras clave: polo black, ralph lauren, amaderado, pachulí, tonka, elegante, moderno, formal, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVNU6DHU39RT.png
Polo Blue - Ralph Lauren,"""Genero: Caballero ; Usos recomendados: Diario / Oficina / Verano ; Familia: Acuática / Marina ; Subfamilia(s): Acuático aromático ; Descripción: 💦 Polo Blue es fresca, limpia y elegante. Su mezcla de melón, pepino y almizcle proyecta una sensación de pureza y equilibrio ideal para el día. ; Metadata: Polo Blue es una fragancia acuática–aromática con melón, pepino, albahaca, almizcle y musgo de roble. Transmite libertad, serenidad y frescura clásica, perfecta para uso diario, oficina o climas cálidos. Palabras clave: polo blue, ralph lauren, fresco, acuático, almizcle, melón, limpio, diario, elegante, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVOC5GP316GN.png
Qaed Al Fursan - Lattafa,"""Genero: Unisex ; Usos recomendados: Noche / Invierno / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental avainillado ; Descripción: 🖤 Qaed Al Fursan es amaderada, oriental y elegante. Con piña, vainilla y cuero, equilibra dulzura y carácter. ; Metadata: Qaed Al Fursan es una fragancia oriental–amaderada con piña, azafrán, vainilla, cuero y maderas oscuras. Representa poder y sofisticación árabe, ideal para noches o clima templado/frío. Palabras clave: qaed al fursan, lattafa, piña, vainilla, cuero, amaderado, elegante, intenso, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVP8HUJ6ZBXP.png
Santal 33 - Le Labo,"""Genero: Unisex ; Usos recomendados: Diario / Oficina / Formal ; Familia: Amaderada ; Subfamilia(s): Amaderado especiado ; Descripción: 🌾 Santal 33 es seca, amaderada y minimalista: sándalo cremoso con iris y cardamomo. Ícono unisex de estilo limpio. ; Metadata: Amaderada–especiada con sándalo, cedro, cardamomo, iris y violeta sobre fondo cuero–almizcle. Proyección lineal y elegante; ideal para oficina, uso diario y climas templados. Palabras clave: santal 33, le labo, sándalo, cardamomo, iris, amaderado, limpio, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVPSFLI779RQ.png
Sauvage - Dior,"""Genero: Caballero ; Usos recomendados: Diario / Oficina / Noche ; Familia: Aromática ; Subfamilia(s): Aromático especiado ; Descripción: 🌿 Sauvage es fresca, potente y magnética. Con bergamota, pimienta y ambroxan, combina elegancia con carácter. ; Metadata: Sauvage es una fragancia aromática–especiada con bergamota, pimienta negra, lavanda y ambroxan. Representa libertad, energía y masculinidad moderna, ideal para uso diario o de noche, con una estela intensa y duradera. Palabras clave: sauvage, dior, fresco, cítrico, especiado, lavanda, ambroxan, elegante, masculino, versátil, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVQAWO8TQYNZ.png
Sauvage Elixir - Dior,"""Genero: Caballero ; Usos recomendados: Noche / Formal / Invierno ; Familia: Aromática ; Subfamilia(s): Aromático especiado ; Descripción: 🖤 Sauvage Elixir es poderosa y refinada. Con canela, lavanda y regaliz, ofrece una versión más profunda y cálida del clásico Sauvage. ; Metadata: Sauvage Elixir es una fragancia aromática–especiada con canela, lavanda, regaliz, nuez moscada y ámbar. Transmite madurez, autoridad y elegancia oscura, ideal para noches, clima frío o eventos formales. Proyección intensa y fijación excepcional. Palabras clave: sauvage elixir, dior, lavanda, canela, regaliz, cálido, elegante, intenso, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVR2HQKFVHOO.png
Scandal Absolu (for her) - Jean Paul Gaultier,"""Genero: Dama ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Gourmand ; Subfamilia(s): Oriental gourmand ; Descripción: 💃 Scandal Absolu es dulce, intensa y lujosa. Con miel, jazmín y vainilla, deja una estela cálida y sensual perfecta para la noche. ; Metadata: Scandal Absolu for Her es una fragancia gourmand–floral con miel, jazmín, flor de azahar, vainilla y pachulí. Representa poder femenino y sofisticación parisina, ideal para noche o invierno. Palabras clave: scandal absolu for her, jean paul gaultier, miel, jazmín, vainilla, floral, cálido, dulce, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVSN4V3WJJ1L.png
Scandal Pour Homme - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Fiesta / Citas / Noche ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 🐝 Scandal Pour Homme es dulce, atrevida y poderosa. Combina caramelo, haba tonka y vetiver, dejando una estela irresistible. ; Metadata: Perfume oriental gourmand con caramelo salado, haba tonka y vetiver terroso. Representa fuerza y sensualidad, ideal para citas o fiestas nocturnas. Palabras clave: scandal pour homme, jean paul gaultier, caramelo, tonka, dulce, gourmand, noche, seductor, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVTYFWAWUWN2.png
Scandal Pour Homme Absolu - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Noche / Fiesta / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 🥇 Scandal Absolu es dulce, lujosa y atrevida. Con caramelo salado, haba tonka y sándalo, deja una huella irresistible. ; Metadata: Scandal Pour Homme Absolu es una fragancia oriental–gourmand con caramelo salado, tonka, vetiver y sándalo. Evoca lujo y confianza, ideal para noches especiales, eventos o climas fríos. Palabras clave: scandal pour homme absolu, jean paul gaultier, caramelo, tonka, dulce, cálido, elegante, intenso, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVULINXQGZWO.png
Scandal Woman - Jean Paul Gaultier,"""Genero: Dama ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Gourmand ; Subfamilia(s): Oriental gourmand ; Descripción: 💃 Scandal Woman es dulce, adictiva y atrevida. Con miel, gardenia y naranja sanguina, irradia confianza y sensualidad. ; Metadata: Scandal Woman es una fragancia gourmand–floral con miel, gardenia, jazmín, flor de azahar y pachulí. Representa poder femenino y sensualidad moderna, ideal para noches o climas fríos. Su fijación es excelente. Palabras clave: scandal woman, jean paul gaultier, miel, gardenia, floral, dulce, cálido, intenso, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVWJ6D644YYF.png
Starwalker - Montblanc,"""Genero: Caballero ; Usos recomendados: Diario / Casual / Oficina ; Familia: Amaderada ; Subfamilia(s): Amaderado especiado ; Descripción: 🌌 Starwalker es limpia y elegante. Su combinación de bambú, bergamota y jengibre crea un aroma moderno y sofisticado, ideal para el día a día. ; Metadata: Starwalker es una fragancia amaderada–especiada con bambú, jengibre, bergamota y almizcle blanco. Transmite modernidad, serenidad y estilo minimalista, ideal para oficina, uso diario o climas templados. Palabras clave: starwalker, montblanc, jengibre, bambú, fresco, elegante, moderno, limpio, diario, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVVFS1O00NDC.png
Sweet Like Candy - Ariana Grande,"""Genero: Dama ; Usos recomendados: Diario / Citas / Casual ; Familia: Gourmand ; Subfamilia(s): Oriental avainillado ; Descripción: 🍓 Sweet Like Candy es dulce, cremosa y coqueta. Con moras, crema batida y vainilla, deja un aroma delicioso y tierno. ; Metadata: Sweet Like Candy es una fragancia gourmand–frutal con mora, pera, crema batida, vainilla y almizcle. Representa alegría y dulzura juvenil, ideal para día o climas templados. Palabras clave: sweet like candy, ariana grande, mora, vainilla, crema batida, dulce, gourmand, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVXBJJFLKISC.png
Tobacco Vanille - Tom Ford,"""Genero: Unisex ; Usos recomendados: Noche / Invierno / Citas ; Familia: Gourmand ; Subfamilia(s): Oriental avainillado ; Descripción: 🍂 Tobacco Vanille es gourmand y lujosa: tabaco dulce con vainilla cremosa, especias y cacao. Abrazo cálido e irresistible. ; Metadata: Oriental–gourmand con tabaco, vainilla, cacao, canela/clavo, tonka y maderas. Densa, envolvente y de larga duración; ideal para noches frías y ocasiones formales. Palabras clave: tobacco vanille, tom ford, tabaco, vainilla, cacao, cálido, dulce, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVXX2E4NIG3U.png
Tommy - Tommy Hilfiger,"""Genero: Caballero ; Usos recomendados: Diario / Casual / Verano ; Familia: Aromática ; Subfamilia(s): Cítrico aromático ; Descripción: ⚓ Tommy es fresca, juvenil y libre. Con lavanda, menta y arándano, transmite energía y optimismo, perfecta para el día. ; Metadata: Tommy es una fragancia cítrica–aromática con menta, lavanda, pomelo y arándano. Evoca juventud, libertad y frescura americana, ideal para uso diario, climas cálidos o rutina de oficina. Su estela es ligera y versátil. Palabras clave: tommy, tommy hilfiger, lavanda, menta, cítrico, fresco, juvenil, diario, natural, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVYXX5CBHDO4.png
Toy 2 Pearl - Moschino,"""Genero: Unisex ; Usos recomendados: Casual / Diario / Verano ; Familia: Floral ; Subfamilia(s): Floral frutal ; Descripción: 🐚 Toy 2 Pearl es luminosa y suave: cítricos brillantes con flores cremosas y almizcle. Limpia, juvenil y elegante. ; Metadata: Floral–almizclada cítrica con limón, orquídea, fresia y fondo de almizcle blanco y maderas claras. Sensación jabonosa–pulcra con estela suave/media; ideal para día, primavera/verano y oficina. Palabras clave: toy 2 pearl, moschino, cítrico, floral, almizcle, limpio, fresco, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMVZMAC8MR2T0.png
Toy Boy - Moschino,"""Genero: Caballero ; Usos recomendados: Noche / Fiesta / Citas ; Familia: Floral ; Subfamilia(s): Floral especiado ; Descripción: 🧸 Toy Boy es floral y especiada, moderna y provocadora. Combina rosa, pimienta y vetiver en un aroma único. ; Metadata: Toy Boy es una fragancia floral–especiada con rosa, pimienta rosa, magnolia, vetiver y clavo. Es atrevida, elegante y carismática, ideal para noches, citas o eventos modernos. Palabras clave: toy boy, moschino, rosa, vetiver, floral, especiado, moderno, elegante, provocador, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW05ZZEYGUBD.png
Ultra Male - Jean Paul Gaultier,"""Genero: Caballero ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental gourmand ; Descripción: 💘 Ultra Male es dulce, intensa y adictiva. Con pera, vainilla y canela, es perfecta para destacar en la noche. ; Metadata: Ultra Male es una fragancia oriental–gourmand con pera, vainilla, canela y lavanda. Es más dulce y provocadora que el clásico Le Male, ideal para fiestas, citas o climas fríos. Su proyección es fuerte y duradera. Palabras clave: ultra male, jean paul gaultier, pera, vainilla, canela, dulce, cálido, intenso, seductor, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW0SEBLHYWT0.png
Valentino Donna Born in Roma Green Stravaganza - Valentino,"""Genero: Dama ; Usos recomendados: Verano / Casual / Diario ; Familia: Floral ; Subfamilia(s): Floral verde ; Descripción: 🌿 Valentino Donna Born in Roma Green Stravaganza es fresca, elegante y moderna. Con té verde y vainilla, combina vitalidad y sofisticación. ; Metadata: Valentino Donna Born in Roma Green Stravaganza es una fragancia floral–verde con té verde, rosa, jazmín, vainilla y musgo. Representa energía refinada y feminidad natural, ideal para día, oficina o clima templado. Palabras clave: valentino donna born in roma green stravaganza, té verde, vainilla, floral, fresco, elegante, moderno, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,
Valentino Uomo - Valentino,"""Genero: Caballero ; Usos recomendados: Oficina / Formal / Noche ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental cuero ; Descripción: 👔 Valentino Uomo es clásica, cálida y refinada. Con cuero, café y avellana, proyecta elegancia italiana atemporal. ; Metadata: Valentino Uomo es una fragancia oriental–cuero con avellana, café tostado, cuero y cedro. Proyecta sofisticación masculina y lujo discreto, ideal para oficina, cenas o noches elegantes. Su estela es suave, cremosa y duradera. Palabras clave: valentino uomo, cuero, café, avellana, cálido, elegante, formal, clásico, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW1R3GN87I11.png
Valentino Uomo Born in Roma Intense - Valentino,"""Genero: Caballero ; Usos recomendados: Noche / Citas / Invierno ; Familia: Oriental / Ámbar ; Subfamilia(s): Oriental especiado ; Descripción: 🖤 Valentino Uomo Born in Roma Intense es cálida, elegante y seductora. Con vainilla, lavanda y vetiver, equilibra dulzura y masculinidad con estilo italiano. ; Metadata: Valentino Uomo Born in Roma Intense es una fragancia oriental–ámbar con vainilla, lavanda, vetiver y iris. Proyecta sofisticación moderna y sensualidad profunda, ideal para noches, citas o eventos elegantes. Su estela es envolvente y duradera, con un fondo dulce y elegante. Palabras clave: valentino uomo born in roma intense, vainilla, lavanda, vetiver, cálido, dulce, elegante, moderno, masculino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW2DIX0MBDZ8.png
Very Good Girl - Carolina Herrera,"""Genero: Dama ; Usos recomendados: Fiesta / Noche / Citas ; Familia: Frutal ; Subfamilia(s): Floral frutal ; Descripción: 👠 Very Good Girl es dulce, elegante y moderna. Con rosa, lichi y vainilla, combina sofisticación y ternura femenina. ; Metadata: Very Good Girl es una fragancia floral–afrutada con lichi, rosa, vainilla y vetiver. Representa fuerza y dulzura, ideal para día o noche, citas o eventos. Palabras clave: very good girl, carolina herrera, lichi, rosa, vainilla, floral, dulce, elegante, moderno, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW6BZQ31C24B.png
Very Good Girl Blush - Carolina Herrera,"""Genero: Dama ; Usos recomendados: Verano / Casual / Diario ; Familia: Floral ; Subfamilia(s): Floral frutal ; Descripción: 🌷 Very Good Girl Blush es romántica, fresca y elegante. Con rosa y vainilla suave, es dulce sin ser pesada. ; Metadata: Very Good Girl Blush es una fragancia floral–afrutada con rosa, peonía, lichi y vainilla. Transmite delicadeza y feminidad moderna, ideal para día, oficina o climas templados. Palabras clave: very good girl blush, carolina herrera, rosa, peonía, lichi, floral, fresco, romántico, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,
Yara - Lattafa,"""Genero: Dama ; Usos recomendados: Diario / Casual / Verano ; Familia: Gourmand ; Subfamilia(s): Floral avainillado ; Descripción: 🩷 Yara es dulce, cremosa y encantadora. Con vainilla, frutas y flores suaves, deja una sensación cálida y femenina. ; Metadata: Yara es una fragancia oriental–gourmand con vainilla, coco, jazmín, frutas tropicales y almizcle. Evoca romanticismo árabe y dulzura moderna, ideal para día o noche. Palabras clave: yara, lattafa, vainilla, coco, floral, dulce, cálido, suave, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW76V8J1JPJD.png
Yara Candy - Lattafa,"""Genero: Dama ; Usos recomendados: Diario / Casual / Verano ; Familia: Gourmand ; Subfamilia(s): Floral frutal ; Descripción: 🍬 Yara Candy es dulce, cremosa y divertida. Con notas de algodón de azúcar, vainilla y frutas, irradia ternura y alegría. ; Metadata: Yara Candy es una fragancia gourmand–floral con algodón de azúcar, vainilla, almizcle, coco y flores blancas. Representa dulzura juvenil y calidez moderna, ideal para día o climas templados. Palabras clave: yara candy, lattafa, algodón de azúcar, vainilla, floral, dulce, gourmand, juvenil, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW7ORSW6FIMK.png
Yum Boujee Marshmallow 81 - Kayali,"""Genero: Dama ; Usos recomendados: Casual / Diario / Citas ; Familia: Gourmand ; Subfamilia(s): Oriental gourmand ; Descripción: ☁️ Yum Boujee Marshmallow 81 es dulce, cremoso y sofisticado. Con malvavisco, vainilla y crema batida, deja un aroma adictivo y reconfortante. ; Metadata: Yum Boujee Marshmallow 81 de Kayali es una fragancia gourmand–avainillada con malvavisco, vainilla, praliné, almizcle y crema batida. Transmite dulzura moderna y lujo acogedor, ideal para noche o climas fríos. Palabras clave: yum boujee marshmallow 81, kayali, malvavisco, vainilla, praliné, gourmand, dulce, cálido, elegante, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,https://memoriaback.iamhuble.space/n8nback/MKMW8B7N5JVYWO.png
Sol de Janeiro 62 - Sol de Janeiro,"""Genero: Dama ; Usos recomendados: Diario/Casual/Verano ; Familia: Gourmand ; Subfamilia(s): Gourmand dulce ; Descripción: 🌞 Sol de Janeiro 62 es una fragancia cálida, dulce y envolvente. El pistacho y la almendra abren con un toque cremoso y adictivo, mientras el caramelo salado y la vainilla se funden sobre la piel dejando un aroma delicioso, sensual y reconfortante. ; Metadata: Sol de Janeiro Cheirosa 62 es una fragancia gourmand–cálida con pistacho, almendra, caramelo salado y vainilla, envuelta en un fondo cremoso y sensual. Evoca piel besada por el sol, verano eterno y dulzura sofisticada, logrando un aroma adictivo, femenino y muy halagador. Ideal para uso diario, salidas casuales o citas, especialmente en climas templados a cálidos, donde su estela brilla sin empalagar. Palabras clave: sol de janeiro 62, cheirosa 62, pistacho, caramelo salado, vainilla, gourmand, dulce, cálido, cremoso, sensual, femenino, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,
Lost Cherry - Tom Ford,"""Genero: Unisex ; Usos recomendados: Noche / Oficina / Invierno ; Familia: Orientall/ Floral ; Subfamilia(s): Gourmand frutal ; Descripción: 🍒 Lost Cherry es intensa y seductora: una cereza jugosa y licorosa se funde con almendra amarga, vainilla y maderas cálidas.  Palabras clave: lost cherry, tom ford, cereza, gourmand, frutal, dulce, sensual, elegante, nocturno, unisex, DUVON.""",100 ml | 50 ml,119.9 | 74.9,1000 | 1000,
